judgeName,timeTaken,chosen,notChosen,createdAt
iuaj.g,8155,QEDY2Q,2DLQNF,24/06/2020 03:15
iuaj.g,14212,PVTCYX,LH7GCM,24/06/2020 03:16
iuaj.g,19135,EWXRWA,SYRK9H,24/06/2020 03:16
iuaj.g,54572,XKYK63,W6AQFG,24/06/2020 03:17
iuaj.g,10361,W6AQFG,B3SXKQ,24/06/2020 03:17
iuaj.g,15342,FZ5SSR,GXBBXE,24/06/2020 03:17
iuaj.g,7311,VAUF6Z,LH7GCM,24/06/2020 03:18
iuaj.g,37667,XFDS9L,UP9CRQ,24/06/2020 03:18
u.1mic,137083,TZ3P7X,UP9CRQ,02/05/2020 07:43
u.1mic,105530,XFDS9L,WP75QJ,02/05/2020 07:45
u.1mic,66659,EWXRWA,W6AQFG,02/05/2020 07:46
u.1mic,64590,KAQDP6,W6AQFG,02/05/2020 07:47
u.1mic,76733,UZ5JXP,USD3FM,02/05/2020 07:49
u.1mic,46162,SSR2GF,3VSBPG,02/05/2020 07:49
u.1mic,89752,GPFLE3,USXLHX,02/05/2020 07:51
u.1mic,59338,HXKKYH,KNRAC5,02/05/2020 07:52
u.1mic,73248,TZ3P7X,VKSDGA,02/05/2020 07:53
u.1mic,63562,W6AQFG,5PSEPL,02/05/2020 07:54
u.1mic,51856,XKYK63,D9QZAP,02/05/2020 07:55
u.1mic,42957,GBFWXF,HP5FJM,02/05/2020 07:56
u.1mic,57669,NRHLWZ,LH7GCM,02/05/2020 07:57
u.1mic,60754,XKYK63,6A9RP5,02/05/2020 07:58
u.1mic,57781,HXKKYH,SYRK9H,02/05/2020 07:59
u.1mic,84985,KNRAC5,JPLJMG,02/05/2020 08:00
u.1mic,57450,QEDY2Q,3VSBPG,02/05/2020 08:01
u.1mic,43507,GBFWXF,FW2NL5,02/05/2020 08:02
u.1mic,42703,FZ5SSR,HP5FJM,02/05/2020 08:03
u.1mic,84620,XFDS9L,KA7QET,02/05/2020 08:04
u.1mic,52833,VAUF6Z,PVTCYX,02/05/2020 08:05
u.1mic,103971,UP9CRQ,LXWSDB,02/05/2020 08:07
u.1mic,64213,USD3FM,ATTJD5,02/05/2020 08:08
u.1mic,65337,WP75QJ,2DLQNF,02/05/2020 08:09
u.1mic,33214,K666ZB,LXWSDB,02/05/2020 08:10
u.1mic,67783,EWXRWA,UZ5JXP,02/05/2020 08:11
u.1mic,59157,2ELRUS,KAQDP6,02/05/2020 08:12
u.1mic,61838,SSR2GF,USXLHX,02/05/2020 08:13
u.1mic,61391,RA6CY5,SSR2GF,02/05/2020 08:14
u.1mic,55820,RHTKF7,GPFLE3,02/05/2020 08:15
u.1mic,31081,KAQDP6,VKSDGA,02/05/2020 08:16
u.1mic,26707,LH7GCM,5PSEPL,02/05/2020 08:16
u.1mic,33236,HXKKYH,D9QZAP,02/05/2020 08:17
u.1mic,25976,UZ5JXP,6A9RP5,02/05/2020 08:17
u.1mic,26496,ATTJD5,SYRK9H,02/05/2020 08:18
u.1mic,35615,2ELRUS,B3SXKQ,02/05/2020 08:18
u.1mic,48347,JPLJMG,RA6CY5,02/05/2020 08:19
u.1mic,38108,LXWSDB,7ZGMMM,02/05/2020 08:20
u.1mic,43334,QEDY2Q,B3SXKQ,02/05/2020 08:20
u.1mic,49292,NRHLWZ,FW2NL5,02/05/2020 08:21
u.1mic,39664,FZ5SSR,HXKKYH,02/05/2020 08:22
u.1mic,69881,KA7QET,UP9CRQ,02/05/2020 08:23
u.1mic,53660,GBFWXF,VAUF6Z,02/05/2020 08:24
u.1mic,46727,USXLHX,WP75QJ,02/05/2020 08:25
u.1mic,43546,K666ZB,GXBBXE,02/05/2020 08:26
u.1mic,47841,EWXRWA,LXWSDB,02/05/2020 08:26
u.1mic,56947,RHTKF7,FW2NL5,02/05/2020 08:27
u.1mic,32608,FZ5SSR,VKSDGA,02/05/2020 08:28
u.1mic,16856,ATTJD5,5PSEPL,02/05/2020 08:28
u.1mic,38286,QEDY2Q,D9QZAP,02/05/2020 08:29
u.1mic,25752,3VSBPG,HP5FJM,02/05/2020 08:29
u.1mic,20568,LH7GCM,2DLQNF,02/05/2020 08:30
u.1mic,29537,6A9RP5,W6AQFG,02/05/2020 08:30
u.1mic,38762,PVTCYX,SYRK9H,02/05/2020 08:31
u.1mic,35302,JPLJMG,UZ5JXP,02/05/2020 08:32
u.1mic,54582,3VSBPG,7ZGMMM,02/05/2020 08:33
u.1mic,81543,KNRAC5,KA7QET,02/05/2020 08:34
u.1mic,55468,VAUF6Z,RA6CY5,02/05/2020 08:35
u.1mic,30397,UP9CRQ,2DLQNF,02/05/2020 08:35
u.1mic,60239,XKYK63,JPLJMG,02/05/2020 08:36
u.1mic,59397,2ELRUS,WP75QJ,02/05/2020 08:37
u.1mic,33593,K666ZB,UP9CRQ,02/05/2020 08:38
u.1mic,52726,USXLHX,EWXRWA,02/05/2020 08:39
u.1mic,80941,GXBBXE,7ZGMMM,02/05/2020 08:40
u.1mic,57142,UZ5JXP,KAQDP6,02/05/2020 08:41
u.1mic,47156,FZ5SSR,SSR2GF,02/05/2020 08:42
u.1mic,68200,XFDS9L,FW2NL5,02/05/2020 08:43
u.1mic,101349,RHTKF7,QEDY2Q,02/05/2020 08:45
u.1mic,54318,GPFLE3,7ZGMMM,02/05/2020 08:46
u.1mic,36845,KNRAC5,VKSDGA,02/05/2020 08:47
u.1mic,21868,D9QZAP,5PSEPL,02/05/2020 08:47
u.1mic,39665,KNRAC5,HP5FJM,02/05/2020 08:48
u.1mic,46548,LH7GCM,VKSDGA,02/05/2020 08:49
u.1mic,71409,LXWSDB,6A9RP5,02/05/2020 08:50
u.1mic,36969,USD3FM,KAQDP6,02/05/2020 08:50
u.1mic,34056,FZ5SSR,PVTCYX,02/05/2020 08:51
u.1mic,53498,KNRAC5,NRHLWZ,02/05/2020 08:52
u.1mic,41962,FW2NL5,SYRK9H,02/05/2020 08:53
u.1mic,55414,SSR2GF,B3SXKQ,02/05/2020 08:54
u.1mic,23748,KA7QET,5PSEPL,02/05/2020 08:54
u.1mic,63503,USXLHX,VAUF6Z,02/05/2020 08:55
u.1mic,32716,LXWSDB,ATTJD5,02/05/2020 08:56
u.1mic,42498,XKYK63,SYRK9H,02/05/2020 08:56
u.1mic,24551,WP75QJ,5PSEPL,02/05/2020 08:57
n97sad,87251,GBFWXF,USXLHX,19/06/2020 04:51
n97sad,45279,FZ5SSR,5PSEPL,19/06/2020 04:52
n97sad,34239,XFDS9L,D9QZAP,19/06/2020 04:53
n97sad,44668,HP5FJM,SYRK9H,19/06/2020 04:53
n97sad,90989,USXLHX,NRHLWZ,19/06/2020 04:55
n97sad,95413,KAQDP6,UP9CRQ,19/06/2020 04:57
n97sad,47014,WP75QJ,TZ3P7X,19/06/2020 04:57
n97sad,37471,SSR2GF,HXKKYH,19/06/2020 04:58
n97sad,59236,UZ5JXP,3VSBPG,19/06/2020 04:59
n97sad,26134,GPFLE3,2ELRUS,19/06/2020 05:00
n97sad,40963,RA6CY5,XFDS9L,19/06/2020 05:00
n97sad,27250,RHTKF7,5PSEPL,19/06/2020 05:01
n97sad,15363,SYRK9H,VKSDGA,19/06/2020 05:01
n97sad,27696,KNRAC5,LXWSDB,19/06/2020 05:02
n97sad,36355,USD3FM,D9QZAP,19/06/2020 05:02
n97sad,97640,VAUF6Z,HP5FJM,19/06/2020 05:04
n97sad,37347,LH7GCM,XFDS9L,19/06/2020 05:04
n97sad,23369,SSR2GF,2DLQNF,19/06/2020 05:05
n97sad,45432,HP5FJM,6A9RP5,19/06/2020 05:07
n97sad,57272,PVTCYX,B3SXKQ,19/06/2020 10:38
n97sad,35008,NRHLWZ,XFDS9L,19/06/2020 10:38
n97sad,56381,JPLJMG,HXKKYH,19/06/2020 10:39
n97sad,101320,7ZGMMM,ATTJD5,19/06/2020 10:41
n97sad,10846,K666ZB,FW2NL5,19/06/2020 10:41
n97sad,135634,GBFWXF,KA7QET,19/06/2020 10:44
n97sad,81389,HP5FJM,UP9CRQ,19/06/2020 10:45
n97sad,86191,GBFWXF,XKYK63,19/06/2020 10:47
n97sad,20883,WP75QJ,6A9RP5,19/06/2020 10:47
n97sad,86333,EWXRWA,RHTKF7,19/06/2020 10:48
n97sad,67407,NRHLWZ,TZ3P7X,19/06/2020 10:50
n97sad,15630,UZ5JXP,5PSEPL,19/06/2020 10:50
n97sad,62477,2ELRUS,TZ3P7X,19/06/2020 10:51
n97sad,12677,USXLHX,5PSEPL,19/06/2020 10:51
n97sad,92836,RA6CY5,FZ5SSR,19/06/2020 10:53
n97sad,11450,K666ZB,VKSDGA,19/06/2020 10:53
n97sad,16089,PVTCYX,LXWSDB,19/06/2020 10:58
n97sad,6461,GBFWXF,D9QZAP,19/06/2020 10:59
n97sad,5191,LH7GCM,FW2NL5,19/06/2020 10:59
n97sad,57812,VKSDGA,2DLQNF,19/06/2020 11:00
n97sad,7495,W6AQFG,2DLQNF,19/06/2020 11:00
n97sad,7043,JPLJMG,B3SXKQ,19/06/2020 11:00
n97sad,10083,7ZGMMM,6A9RP5,19/06/2020 11:00
n97sad,134738,EWXRWA,KA7QET,19/06/2020 11:03
n97sad,11360,NRHLWZ,UP9CRQ,19/06/2020 11:04
n97sad,8212,KA7QET,ATTJD5,19/06/2020 11:04
n97sad,96509,GPFLE3,XKYK63,19/06/2020 11:05
n97sad,16598,WP75QJ,3VSBPG,19/06/2020 11:06
n97sad,12309,WP75QJ,GXBBXE,19/06/2020 11:06
n97sad,24492,SSR2GF,6A9RP5,19/06/2020 11:06
n97sad,13510,GBFWXF,UZ5JXP,19/06/2020 11:07
n97sad,12111,2ELRUS,W6AQFG,19/06/2020 11:07
n97sad,4980,USXLHX,6A9RP5,19/06/2020 11:07
n97sad,17364,GPFLE3,RA6CY5,19/06/2020 11:07
n97sad,66507,KNRAC5,ATTJD5,19/06/2020 11:08
n97sad,27500,RHTKF7,LH7GCM,19/06/2020 11:09
n97sad,10807,FZ5SSR,LXWSDB,19/06/2020 11:09
n97sad,16977,D9QZAP,VKSDGA,19/06/2020 11:10
n97sad,42543,GBFWXF,PVTCYX,19/06/2020 11:10
n97sad,8598,JPLJMG,SYRK9H,19/06/2020 11:10
n97sad,57169,7ZGMMM,KAQDP6,19/06/2020 11:11
n97sad,5134,XKYK63,FW2NL5,19/06/2020 11:12
n97sad,103148,K666ZB,VAUF6Z,19/06/2020 11:13
n97sad,9460,XKYK63,UP9CRQ,19/06/2020 11:13
n97sad,34798,EWXRWA,RA6CY5,19/06/2020 11:14
n97sad,43384,SYRK9H,GXBBXE,19/06/2020 11:15
n97sad,26323,TZ3P7X,RHTKF7,19/06/2020 11:15
n97sad,43949,SSR2GF,7ZGMMM,19/06/2020 11:16
n97sad,8521,UZ5JXP,D9QZAP,19/06/2020 11:16
n97sad,55607,USD3FM,2ELRUS,19/06/2020 11:17
n97sad,35917,UP9CRQ,USXLHX,19/06/2020 11:18
n97sad,8793,GBFWXF,KNRAC5,19/06/2020 11:18
n97sad,10468,HXKKYH,2DLQNF,19/06/2020 11:18
n97sad,4738,W6AQFG,LXWSDB,19/06/2020 11:18
n97sad,7003,RA6CY5,5PSEPL,19/06/2020 11:18
n97sad,88607,EWXRWA,HP5FJM,19/06/2020 11:20
n97sad,30087,USXLHX,LH7GCM,19/06/2020 11:21
n97sad,7045,GPFLE3,PVTCYX,19/06/2020 11:21
n97sad,7078,NRHLWZ,B3SXKQ,19/06/2020 11:21
n97sad,18728,JPLJMG,KA7QET,19/06/2020 11:21
n97sad,95229,FZ5SSR,QEDY2Q,19/06/2020 11:23
n97sad,7644,TZ3P7X,FW2NL5,19/06/2020 11:23
n97sad,8364,GPFLE3,3VSBPG,19/06/2020 11:23
n97sad,51876,KNRAC5,VAUF6Z,19/06/2020 11:24
n97sad,5312,NRHLWZ,ATTJD5,19/06/2020 11:24
qaushu,260368,LH7GCM,LXWSDB,28/04/2020 23:51
qaushu,227686,FW2NL5,2DLQNF,28/04/2020 23:55
qaushu,231444,3VSBPG,6A9RP5,28/04/2020 23:59
qaushu,197126,USD3FM,2DLQNF,29/04/2020 00:03
qaushu,238112,WP75QJ,PVTCYX,29/04/2020 00:12
qaushu,192170,USXLHX,SYRK9H,29/04/2020 00:16
qaushu,127992,W6AQFG,XFDS9L,29/04/2020 00:18
qaushu,138520,GBFWXF,FZ5SSR,01/05/2020 20:09
qaushu,135916,RA6CY5,PVTCYX,01/05/2020 20:11
qaushu,157854,KNRAC5,RA6CY5,01/05/2020 20:14
qaushu,237590,HXKKYH,W6AQFG,01/05/2020 20:18
qaushu,32906,RA6CY5,VKSDGA,01/05/2020 20:18
qaushu,30549,5PSEPL,PVTCYX,01/05/2020 20:19
qaushu,170110,D9QZAP,2ELRUS,01/05/2020 20:22
qaushu,141454,HP5FJM,LXWSDB,01/05/2020 20:24
qaushu,26391,2DLQNF,LXWSDB,01/05/2020 20:25
qaushu,280499,K666ZB,USD3FM,01/05/2020 20:29
qaushu,157996,NRHLWZ,2ELRUS,01/05/2020 20:32
qaushu,196929,SYRK9H,TZ3P7X,01/05/2020 20:35
qaushu,157627,FW2NL5,7ZGMMM,01/05/2020 20:38
qaushu,66277,QEDY2Q,VKSDGA,01/05/2020 20:39
qaushu,128626,GBFWXF,3VSBPG,01/05/2020 20:41
qaushu,75810,VAUF6Z,JPLJMG,01/05/2020 20:43
qaushu,42945,UP9CRQ,LH7GCM,01/05/2020 20:43
qaushu,221002,ATTJD5,3VSBPG,01/05/2020 20:47
qaushu,33549,XKYK63,XFDS9L,01/05/2020 20:48
qaushu,149973,K666ZB,5PSEPL,02/05/2020 19:08
qaushu,68092,EWXRWA,KAQDP6,02/05/2020 19:09
qaushu,134989,HP5FJM,GXBBXE,02/05/2020 19:12
qaushu,189592,TZ3P7X,6A9RP5,02/05/2020 19:15
qaushu,40390,FW2NL5,2ELRUS,02/05/2020 19:16
qaushu,76799,EWXRWA,GBFWXF,02/05/2020 19:17
qaushu,67052,XFDS9L,PVTCYX,02/05/2020 19:18
qaushu,63597,W6AQFG,RA6CY5,02/05/2020 19:19
qaushu,16156,HXKKYH,6A9RP5,02/05/2020 19:19
qaushu,239680,SYRK9H,RHTKF7,02/05/2020 19:23
qaushu,61997,GPFLE3,TZ3P7X,02/05/2020 19:25
qaushu,32723,FW2NL5,D9QZAP,02/05/2020 19:25
qaushu,174675,ATTJD5,LH7GCM,02/05/2020 19:28
qaushu,29978,2DLQNF,HP5FJM,02/05/2020 19:29
qaushu,38095,NRHLWZ,USD3FM,02/05/2020 19:29
qaushu,79785,USXLHX,B3SXKQ,02/05/2020 19:31
qaushu,79334,JPLJMG,FZ5SSR,02/05/2020 19:32
qaushu,43370,QEDY2Q,2ELRUS,02/05/2020 19:33
qaushu,367341,HXKKYH,3VSBPG,02/05/2020 19:39
qaushu,62660,SSR2GF,KA7QET,02/05/2020 19:40
qaushu,82433,VAUF6Z,FZ5SSR,02/05/2020 19:41
qaushu,115809,KNRAC5,UP9CRQ,02/05/2020 19:43
qaushu,135904,RHTKF7,FZ5SSR,05/05/2020 18:32
qaushu,266757,5PSEPL,KAQDP6,05/05/2020 18:36
qaushu,112665,6A9RP5,GXBBXE,05/05/2020 18:38
qaushu,80725,XKYK63,USD3FM,05/05/2020 18:40
qaushu,146333,KAQDP6,NRHLWZ,05/05/2020 18:42
qaushu,97584,W6AQFG,SYRK9H,05/05/2020 18:44
qaushu,77098,2ELRUS,JPLJMG,05/05/2020 18:45
qaushu,79206,QEDY2Q,LXWSDB,05/05/2020 18:46
qaushu,97236,FW2NL5,LXWSDB,05/05/2020 18:48
qaushu,165466,KNRAC5,3VSBPG,05/05/2020 18:51
qaushu,25817,KA7QET,6A9RP5,05/05/2020 18:51
qaushu,33719,FW2NL5,VAUF6Z,05/05/2020 18:52
qaushu,35517,2ELRUS,UP9CRQ,05/05/2020 18:53
qaushu,112466,EWXRWA,ATTJD5,05/05/2020 18:54
qaushu,49564,SSR2GF,WP75QJ,05/05/2020 18:55
qaushu,38159,KAQDP6,TZ3P7X,05/05/2020 18:58
qaushu,62258,RHTKF7,GBFWXF,05/05/2020 19:28
qaushu,57102,USXLHX,XFDS9L,05/05/2020 19:29
qaushu,47720,RA6CY5,LXWSDB,05/05/2020 19:30
qaushu,97137,HXKKYH,UP9CRQ,05/05/2020 19:32
qaushu,62039,GPFLE3,VKSDGA,05/05/2020 19:33
qaushu,194156,FW2NL5,5PSEPL,05/05/2020 19:36
qaushu,346903,EWXRWA,D9QZAP,05/05/2020 19:42
qaushu,32685,UZ5JXP,HP5FJM,05/05/2020 19:42
qaushu,54060,GBFWXF,LH7GCM,05/05/2020 20:55
qaushu,71343,USD3FM,QEDY2Q,05/05/2020 20:56
qaushu,60195,HP5FJM,PVTCYX,05/05/2020 20:57
qaushu,84916,VAUF6Z,NRHLWZ,05/05/2020 20:59
qaushu,114670,SYRK9H,B3SXKQ,05/05/2020 21:01
qaushu,63651,W6AQFG,UP9CRQ,05/05/2020 21:02
qaushu,98196,JPLJMG,7ZGMMM,05/05/2020 21:04
qaushu,139300,LH7GCM,3VSBPG,05/05/2020 21:06
qaushu,75588,KA7QET,NRHLWZ,05/05/2020 21:07
qaushu,107864,FW2NL5,ATTJD5,05/05/2020 21:09
qaushu,50721,SYRK9H,WP75QJ,05/05/2020 21:10
qaushu,57912,K666ZB,XFDS9L,05/05/2020 21:11
alisid,36253,VAUF6Z,GXBBXE,07/05/2020 20:04
alisid,28236,XKYK63,TZ3P7X,07/05/2020 20:04
alisid,24776,SSR2GF,XFDS9L,07/05/2020 20:05
alisid,91114,W6AQFG,USXLHX,07/05/2020 20:06
alisid,83446,RA6CY5,KAQDP6,07/05/2020 20:08
alisid,91282,HXKKYH,GPFLE3,07/05/2020 20:09
alisid,158025,PVTCYX,RHTKF7,07/05/2020 20:12
alisid,285064,7ZGMMM,VKSDGA,07/05/2020 20:17
alisid,57663,JPLJMG,5PSEPL,07/05/2020 20:18
alisid,310625,ATTJD5,D9QZAP,07/05/2020 20:23
alisid,266815,2DLQNF,D9QZAP,07/05/2020 20:27
alisid,287913,RHTKF7,6A9RP5,07/05/2020 20:32
alisid,110547,USD3FM,HXKKYH,07/05/2020 20:34
alisid,131397,QEDY2Q,LH7GCM,07/05/2020 20:36
alisid,161339,3VSBPG,FZ5SSR,07/05/2020 20:39
alisid,48738,KA7QET,LH7GCM,07/05/2020 20:40
alisid,111274,WP75QJ,B3SXKQ,07/05/2020 20:42
alisid,234429,XKYK63,K666ZB,07/05/2020 20:46
alisid,186562,EWXRWA,VAUF6Z,07/05/2020 20:49
alisid,191657,UZ5JXP,GXBBXE,07/05/2020 20:52
alisid,178037,TZ3P7X,K666ZB,07/05/2020 20:55
alisid,93215,SSR2GF,HP5FJM,07/05/2020 20:57
alisid,100215,GXBBXE,2ELRUS,07/05/2020 20:58
alisid,192593,TZ3P7X,GBFWXF,07/05/2020 21:02
alisid,22501,USXLHX,FW2NL5,07/05/2020 21:02
alisid,57511,RA6CY5,7ZGMMM,07/05/2020 21:03
alisid,189726,KNRAC5,7ZGMMM,07/05/2020 21:06
alisid,182045,SSR2GF,VKSDGA,07/05/2020 21:09
alisid,155136,B3SXKQ,5PSEPL,07/05/2020 21:12
alisid,90200,2DLQNF,5PSEPL,07/05/2020 21:13
alisid,29578,JPLJMG,6A9RP5,07/05/2020 21:14
alisid,80728,TZ3P7X,USD3FM,07/05/2020 21:15
alisid,60861,PVTCYX,KAQDP6,07/05/2020 21:16
alisid,39983,HXKKYH,NRHLWZ,07/05/2020 21:17
alisid,27539,USD3FM,SYRK9H,07/05/2020 21:18
alisid,32463,W6AQFG,K666ZB,07/05/2020 21:18
alisid,130188,QEDY2Q,GXBBXE,07/05/2020 21:20
alisid,261307,USD3FM,3VSBPG,07/05/2020 21:25
alisid,13722,KA7QET,LXWSDB,07/05/2020 21:29
alisid,45813,UP9CRQ,SYRK9H,07/05/2020 21:29
alisid,112817,USXLHX,ATTJD5,07/05/2020 21:31
alisid,51244,WP75QJ,KNRAC5,07/05/2020 21:32
alisid,73815,WP75QJ,EWXRWA,07/05/2020 21:33
alisid,840127,UZ5JXP,NRHLWZ,07/05/2020 21:47
alisid,27889,SSR2GF,2ELRUS,07/05/2020 21:48
alisid,30189,USD3FM,GBFWXF,07/05/2020 21:48
alisid,41570,XFDS9L,LXWSDB,07/05/2020 21:49
alisid,83912,RA6CY5,GXBBXE,07/05/2020 21:51
alisid,52997,KAQDP6,RHTKF7,07/05/2020 21:52
alisid,40746,XFDS9L,VKSDGA,07/05/2020 21:52
alisid,139827,JPLJMG,D9QZAP,07/05/2020 21:55
alisid,11892,W6AQFG,HP5FJM,07/05/2020 21:55
alisid,46873,KAQDP6,2DLQNF,07/05/2020 21:56
alisid,9677,XFDS9L,6A9RP5,07/05/2020 21:56
alisid,70280,PVTCYX,GXBBXE,07/05/2020 21:57
alisid,14890,QEDY2Q,5PSEPL,07/05/2020 21:57
alisid,104863,3VSBPG,SYRK9H,07/05/2020 21:59
alisid,336216,KNRAC5,FZ5SSR,07/05/2020 22:05
alisid,40958,KA7QET,USD3FM,07/05/2020 22:05
alisid,98865,VAUF6Z,RHTKF7,07/05/2020 22:07
alisid,20289,UP9CRQ,EWXRWA,07/05/2020 22:08
alisid,62235,GPFLE3,ATTJD5,07/05/2020 22:09
alisid,13394,UZ5JXP,KNRAC5,07/05/2020 22:09
alisid,12272,EWXRWA,2ELRUS,07/05/2020 22:09
alisid,17059,LXWSDB,GBFWXF,07/05/2020 22:09
alisid,65520,7ZGMMM,USXLHX,07/05/2020 22:11
alisid,83211,RA6CY5,USD3FM,07/05/2020 22:12
alisid,24619,HXKKYH,LH7GCM,07/05/2020 22:12
alisid,56262,W6AQFG,VKSDGA,07/05/2020 22:13
alisid,44114,D9QZAP,SYRK9H,07/05/2020 22:14
alisid,18125,HP5FJM,QEDY2Q,07/05/2020 22:15
alisid,59624,GPFLE3,2DLQNF,07/05/2020 22:16
alisid,95904,VKSDGA,6A9RP5,07/05/2020 22:17
alisid,27706,PVTCYX,D9QZAP,07/05/2020 22:18
alisid,26841,QEDY2Q,NRHLWZ,07/05/2020 22:18
alisid,20548,W6AQFG,JPLJMG,07/05/2020 22:19
alisid,171229,FW2NL5,HXKKYH,07/05/2020 22:21
alisid,42542,K666ZB,3VSBPG,07/05/2020 22:22
alisid,48737,ATTJD5,FZ5SSR,07/05/2020 22:23
alisid,57153,KA7QET,K666ZB,07/05/2020 22:24
alisid,56102,VAUF6Z,3VSBPG,07/05/2020 22:25
alisid,39432,UP9CRQ,QEDY2Q,07/05/2020 22:26
alisid,28726,VAUF6Z,XKYK63,07/05/2020 22:26
alisid,8836,WP75QJ,QEDY2Q,07/05/2020 22:26
vdav.c,96848,UZ5JXP,SSR2GF,03/05/2020 08:26
vdav.c,168201,USXLHX,GXBBXE,03/05/2020 08:29
vdav.c,281673,UZ5JXP,XFDS9L,03/05/2020 08:33
vdav.c,101879,KNRAC5,2DLQNF,03/05/2020 08:35
vdav.c,54743,RHTKF7,2ELRUS,03/05/2020 08:36
vdav.c,44239,3VSBPG,VKSDGA,03/05/2020 08:37
vdav.c,50911,EWXRWA,5PSEPL,03/05/2020 08:38
vdav.c,276602,W6AQFG,LH7GCM,03/05/2020 08:42
vdav.c,36564,2DLQNF,6A9RP5,03/05/2020 08:43
vdav.c,365753,UP9CRQ,USD3FM,03/05/2020 08:49
vdav.c,739405,USD3FM,PVTCYX,03/05/2020 09:01
vdav.c,153021,SSR2GF,NRHLWZ,03/05/2020 09:04
vdav.c,151963,USD3FM,B3SXKQ,03/05/2020 09:07
vdav.c,218094,EWXRWA,JPLJMG,03/05/2020 09:10
vdav.c,32253,7ZGMMM,NRHLWZ,03/05/2020 09:11
vdav.c,699278,GBFWXF,QEDY2Q,03/05/2020 09:22
vdav.c,724253,KAQDP6,KA7QET,03/05/2020 09:35
vdav.c,783031,XFDS9L,ATTJD5,03/05/2020 09:48
vdav.c,194046,XKYK63,SSR2GF,03/05/2020 09:51
vdav.c,448063,USD3FM,WP75QJ,03/05/2020 09:58
vdav.c,578681,K666ZB,WP75QJ,03/05/2020 10:08
vdav.c,241654,USXLHX,PVTCYX,03/05/2020 10:12
vdav.c,198241,XKYK63,RA6CY5,03/05/2020 10:15
vdav.c,94539,KNRAC5,D9QZAP,03/05/2020 10:17
vdav.c,172315,RHTKF7,XFDS9L,03/05/2020 10:20
vdav.c,278560,GPFLE3,VAUF6Z,03/05/2020 10:25
vdav.c,36952,PVTCYX,6A9RP5,03/05/2020 10:25
vdav.c,216261,VAUF6Z,SYRK9H,03/05/2020 10:29
vdav.c,76528,GBFWXF,JPLJMG,03/05/2020 10:30
vdav.c,457807,QEDY2Q,JPLJMG,03/05/2020 10:38
vdav.c,64173,KAQDP6,FZ5SSR,03/05/2020 10:39
vdav.c,140103,XKYK63,2ELRUS,03/05/2020 10:41
vdav.c,279967,XKYK63,KNRAC5,03/05/2020 10:46
vdav.c,49317,SYRK9H,NRHLWZ,03/05/2020 10:47
vdav.c,49106,KAQDP6,B3SXKQ,03/05/2020 10:48
vdav.c,49271,7ZGMMM,SYRK9H,03/05/2020 10:49
vdav.c,53988,HP5FJM,FW2NL5,03/05/2020 10:50
vdav.c,73020,XKYK63,3VSBPG,03/05/2020 10:51
vdav.c,182178,7ZGMMM,KA7QET,03/05/2020 10:54
vdav.c,204540,ATTJD5,B3SXKQ,03/05/2020 10:57
vdav.c,1004374,K666ZB,KNRAC5,03/05/2020 11:14
vdav.c,459559,GXBBXE,TZ3P7X,03/05/2020 11:22
vdav.c,148252,UZ5JXP,QEDY2Q,03/05/2020 11:24
vdav.c,18376,USXLHX,FZ5SSR,03/05/2020 11:25
vdav.c,234936,GBFWXF,RA6CY5,03/05/2020 11:29
vdav.c,24417,RHTKF7,D9QZAP,03/05/2020 11:29
vdav.c,215427,D9QZAP,LXWSDB,03/05/2020 11:33
vdav.c,19393,3VSBPG,5PSEPL,03/05/2020 11:33
vdav.c,40286,LH7GCM,USD3FM,03/05/2020 11:34
vdav.c,171330,KNRAC5,W6AQFG,03/05/2020 11:37
vdav.c,332593,KAQDP6,VAUF6Z,03/05/2020 11:42
vdav.c,36776,WP75QJ,UP9CRQ,03/05/2020 11:43
vdav.c,24918,EWXRWA,2DLQNF,03/05/2020 11:43
vdav.c,108363,HXKKYH,TZ3P7X,03/05/2020 11:45
vdav.c,7579,UZ5JXP,W6AQFG,03/05/2020 11:45
vdav.c,37874,SSR2GF,QEDY2Q,03/05/2020 11:46
vdav.c,90281,2ELRUS,PVTCYX,03/05/2020 11:47
vdav.c,382164,RHTKF7,USXLHX,03/05/2020 11:54
vdav.c,12274,XFDS9L,USD3FM,03/05/2020 11:54
vdav.c,58884,KA7QET,RA6CY5,03/05/2020 11:55
vdav.c,11140,UZ5JXP,VKSDGA,03/05/2020 11:55
vdav.c,125994,GPFLE3,LXWSDB,03/05/2020 11:57
vdav.c,9020,XFDS9L,5PSEPL,03/05/2020 11:58
vdav.c,37854,K666ZB,HP5FJM,03/05/2020 11:58
vdav.c,8889,LH7GCM,B3SXKQ,03/05/2020 11:58
vdav.c,17630,3VSBPG,NRHLWZ,03/05/2020 11:59
vdav.c,83276,WP75QJ,JPLJMG,03/05/2020 12:00
vdav.c,42319,EWXRWA,7ZGMMM,03/05/2020 12:01
vdav.c,19124,FW2NL5,VKSDGA,03/05/2020 12:01
vdav.c,65774,XFDS9L,FZ5SSR,03/05/2020 12:02
vdav.c,70519,VAUF6Z,2DLQNF,03/05/2020 12:04
vdav.c,39271,GBFWXF,UP9CRQ,03/05/2020 12:04
vdav.c,116341,GPFLE3,GXBBXE,03/05/2020 12:06
vdav.c,12304,TZ3P7X,LXWSDB,03/05/2020 12:06
